Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PNF,PIMCO New York Municipal Income Fund,10.6,$82.86M,2001,n/a,n/a,https://old.nasdaq.com/symbol/pnf
PNI,Pimco New York Municipal Income Fund II,10,$111.84M,2002,n/a,n/a,https://old.nasdaq.com/symbol/pni
PYN,PIMCO New York Municipal Income Fund III,8.66,$49.55M,2002,n/a,n/a,https://old.nasdaq.com/symbol/pyn
RCS,"PIMCO Strategic Income Fund, Inc.",6.55,$285.99M,1994,n/a,n/a,https://old.nasdaq.com/symbol/rcs
PING,Ping Identity Holding Corp.,24.12,$1.93B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ping
PNW,Pinnacle West Capital Corporation,74.86,$8.42B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnw
PINS,"Pinterest, Inc.",18.52,$10.86B,2019,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/pins
PHD,Pioneer Floating Rate Trust,8.53,$211.02M,2004,n/a,n/a,https://old.nasdaq.com/symbol/phd
PHT,Pioneer High Income Trust,6.82,$199.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pht
MAV,Pioneer Municipal High Income Advantage Trust,10.26,$245.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mav
MHI,Pioneer Municipal High Income Trust,10.94,$249.12M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mhi
PXD,Pioneer Natural Resources Company,93.38,$15.39B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pxd
PIPR,Piper Sandler Companies,56.01,$812.31M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/pipr
PBI,Pitney Bowes Inc.,2.35,$405.67M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/pbi
PBI^B,Pitney Bowes Inc.,16.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pbi^b
PIC,Pivotal Investment Corporation II,9.95,$286.06M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/pic
PIC.U,Pivotal Investment Corporation II,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/pic.u
PIC.WS,Pivotal Investment Corporation II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pic.ws
PJT,PJT Partners Inc.,49.57,$1.92B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/pjt
PAA,"Plains All American Pipeline, L.P.",9,$6.55B,1998,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/paa
PAGP,"Plains Group Holdings, L.P.",9.42,$1.74B,2013,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/pagp
PLNT,"Planet Fitness, Inc.",57.7,$4.99B,2015,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/plnt
PLT,"Plantronics, Inc.",13.19,$526.65M,1994,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/plt
AGS,"PlayAGS, Inc.",3.89,$138.5M,2018,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/ags
PHI,PLDT Inc.,23.7,$5.12B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/phi
PLYM,"Plymouth Industrial REIT, Inc.",13.46,$199.71M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/plym
PNC,"PNC Financial Services Group, Inc. (The)",104.06,$44.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pnc
PNC^P,"PNC Financial Services Group, Inc. (The)",26.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnc^p
PNC^Q,"PNC Financial Services Group, Inc. (The)",25.232,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnc^q
PNM,"PNM Resources, Inc. (Holding Co.)",40,$3.19B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnm
PII,Polaris Inc.,79.56,$4.87B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/pii
POL,PolyOne Corporation,23.49,$2.15B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/pol
POR,Portland General Electric Company,43.22,$3.87B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/por
PKX,POSCO,35.76,$11.46B,1994,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",88.12,$6.01B,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/post
PSTL,"Postal Realty Trust, Inc.",16.99,$92.09M,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pstl
PPG,"PPG Industries, Inc.",91.85,$21.67B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.28,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ppx
PPL,PPL Corporation,26.13,$20.09B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ppl
PYS,PPlus Trust,14.5,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pys
PYT,PPlus Trust,22.0799,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pyt
PQG,PQ Group Holdings Inc.,11.29,$1.54B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/pqg
PDS,Precision Drilling Corporation,0.5372,$148.22M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pds
APTS,"Preferred Apartment Communities, Inc.",7.32,$348.32M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/apts
PBH,Prestige Consumer Healthcare Inc.,42.09,$2.11B,2005,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",8.69,$1.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pvg
PRI,"Primerica, Inc.",106.76,$4.28B,2010,Finance,Life Insurance,https://old.nasdaq.com/symbol/pri
PRMW,Primo Water Corporation,10.55,$1.74B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw
PGZ,Principal Real Estate Income Fund,11.5,$79.35M,2013,n/a,n/a,https://old.nasdaq.com/symbol/pgz
PRIF^A,"Priority Income Fund, Inc.",24.0098,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^a
PRIF^B,"Priority Income Fund, Inc.",24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^b
PRIF^C,"Priority Income Fund, Inc.",24.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^c
PRIF^D,"Priority Income Fund, Inc.",24.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^d
PRIF^E,"Priority Income Fund, Inc.",23.7892,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^e
PRIF^F,"Priority Income Fund, Inc.",24.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prif^f
PRA,ProAssurance Corporation,14.14,$761.36M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),116.21,$287.69B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),76.62,$44.85B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",86.83,$64.13B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pld
PUMP,ProPetro Holding Corp.,4.9,$493.06M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/pump
PRO,"PROS Holdings, Inc.",33.04,$1.43B,2007,Technology,EDP Services,https://old.nasdaq.com/symbol/pro
PROS,"ProSight Global, Inc.",9.55,$413.92M,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pros
PBB,Prospect Capital Corporation,24.0321,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/pbb
PBC,Prospect Capital Corporation,23.8693,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/pbc
PBY,Prospect Capital Corporation,23.29,$1.18B,2018,n/a,n/a,https://old.nasdaq.com/symbol/pby
PB,"Prosperity Bancshares, Inc.",60.24,$5.58B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/pb
PRLB,"Proto Labs, Inc.",116.3,$3.1B,2012,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/prlb
PFS,"Provident Financial Services, Inc",12.84,$846.27M,2003,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pfs
PJH,"Prudential Financial, Inc.",25.46,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.47,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/prh
PRS,"Prudential Financial, Inc.",26.31,$896.16M,2018,Finance,Life Insurance,https://old.nasdaq.com/symbol/prs
PRU,"Prudential Financial, Inc.",57.12,$22.56B,2001,Finance,Life Insurance,https://old.nasdaq.com/symbol/pru
PUK,Prudential Public Limited Company,27.47,$35.83B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,25.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/puk^a
PSB,"PS Business Parks, Inc.",121.25,$3.33B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb
PSB^W,"PS Business Parks, Inc.",25.082,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^w
PSB^X,"PS Business Parks, Inc.",25.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^x
PSB^Y,"PS Business Parks, Inc.",25.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^y
PSB^Z,"PS Business Parks, Inc.",23.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psb^z
TLK,"PT Telekomunikasi Indonesia, Tbk",21.89,$21.68B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tlk
PEG,Public Service Enterprise Group Incorporated,49.35,$24.95B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/peg
PSA,Public Storage,183.36,$32.05B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa
PSA^B,Public Storage,25.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^b
PSA^C,Public Storage,25.1602,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^c
PSA^D,Public Storage,25.01,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^d
PSA^E,Public Storage,24.98,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^e
PSA^F,Public Storage,25.72,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^f
PSA^G,Public Storage,25.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^g
PSA^H,Public Storage,26.896,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^h
PSA^I,Public Storage,25.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^i
PSA^J,Public Storage,25.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^j
PSA^K,Public Storage,25.2601,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^k
PSA^V,Public Storage,25.475,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.2206,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psa^x
PHM,"PulteGroup, Inc.",31.13,$8.35B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/phm
PSTG,"Pure Storage, Inc. ",14.89,$3.93B,2015,Technology,Electronic Components,https://old.nasdaq.com/symbol/pstg
PMM,Putnam Managed Municipal Income Trust,6.88,$338.56M,1989,n/a,n/a,https://old.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.14,$214.43M,1988,n/a,n/a,https://old.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,12.18,$418.02M,1993,n/a,n/a,https://old.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,4.62,$477.97M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ppt
NEW,Puxin Limited,6.18,$537.85M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
PVH,PVH Corp.,44.48,$3.16B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/pvh
PYX,"Pyxus International, Inc.",2.84,$26.06M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/pyx
PZN,Pzena Investment Management Inc,4.64,$331.53M,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",83.14,$4.07B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qtwo
QEP,"QEP Resources, Inc.",0.8,$193.75M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/qep
QGEN,Qiagen N.V.,42.32,$9.66B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen
QTS,"QTS Realty Trust, Inc.",63.88,$3.86B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/qts
QTS^A,"QTS Realty Trust, Inc.",27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^a
QTS^B,"QTS Realty Trust, Inc.",143.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qts^b
QUAD,"Quad Graphics, Inc",2.72,$146.26M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,168.64,$2.99B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kwr
NX,Quanex Building Products Corporation,11.37,$374.62M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",33.39,$4.6B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/pwr
QD,Qudian Inc.,1.83,$464.31M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,109.04,$14.58B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/dgx
QES,Quintana Energy Services Inc.,0.69,$23.29M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/qes
QUOT,Quotient Technology Inc.,5.97,$537M,2014,Consumer Services,Advertising,https://old.nasdaq.com/symbol/quot
QVCC,"QVC, Inc.",19.66,n/a,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcc
QVCD,"QVC, Inc.",21.65,n/a,2018,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcd
CTAA,Qwest Corporation,24.4186,n/a,2016,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,23.37,n/a,2016,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,24.01,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctdd
CTV,Qwest Corporation,23.93,n/a,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctv
CTY,Qwest Corporation,22.45,n/a,2013,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,23.3719,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,1.11,$79.14M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RMED,"Ra Medical Systems, Inc.",0.75,$10.42M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed
RDN,Radian Group Inc.,14.75,$2.81B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn
RFL,"Rafael Holdings, Inc.",13.89,$219.72M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rfl
RL,Ralph Lauren Corporation,69.93,$5.16B,1997,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl
RRC,Range Resources Corporation,5.69,$1.46B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",3.6487,$55.98M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
PACK,Ranpak Holdings Corp,6.65,$471.24M,2018,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/pack
PACK.WS,Ranpak Holdings Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pack.ws
RJF,"Raymond James Financial, Inc.",64.96,$8.9B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,1.95,$123.34M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ryam
RYN,Rayonier Inc.,22.7,$2.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn
RTX,Raytheon Technologies Corporation,57.9,$87.73B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/rtx
RMAX,"RE/MAX Holdings, Inc.",25.47,$781.51M,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax
RC,Ready Capital Corporation,5.7,$312.34M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rc
RCA,Ready Capital Corporation,16.1483,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rca
RCB,Ready Capital Corporation,15.0783,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcb
RCP,Ready Capital Corporation,22.3024,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcp
RLGY,Realogy Holdings Corp.,4.34,$500.72M,2012,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,53.07,$18.23B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/o
RLH,Red Lion Hotels Corporation,1.65,$41.81M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",4.16,$477.72M,1995,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,75.89,$3.08B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/rbc
RM,Regional Management Corp.,16.52,$184.68M,2012,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,10.03,$9.63B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,26.0614,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^b
RF^C,Regions Financial Corporation,25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rf^c
RGS,Regis Corporation,10.28,$365.62M,1991,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",90.29,$5.57B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",24.81,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",24.2,n/a,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,93.47,$5.95B,1994,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/rs
RELX,RELX PLC,22.77,$43.98B,2015,Consumer Services,Publishing,https://old.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,164.9,$7.26B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rnr
RNR^E,RenaissanceRe Holdings Ltd.,25.21,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,25.425,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rnr^f
SOL,Renesola Ltd.,0.9401,$45.2M,2008,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
RENN,Renren Inc.,1.84,$42.72M,2011,Technology,EDP Services,https://old.nasdaq.com/symbol/renn
RPLA,Replay Acquisition Corp.,9.96,$357.94M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rpla
RPLA.U,Replay Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rpla.u
RPLA.WS,Replay Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpla.ws
RSG,"Republic Services, Inc.",82.21,$26.17B,1998,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/rsg
REZI,"Resideo Technologies, Inc.",6.11,$752.43M,2018,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/rezi
RMD,ResMed Inc.,167.17,$24.18B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmd
RFP,Resolute Forest Products Inc.,1.94,$169.69M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,52.35,$15.71B,2014,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",4.91,$1.05B,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpai
RVI,Retail Value Inc.,11.9,$235.81M,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/rvi
REVG,"REV Group, Inc.",5.2,$328.94M,2017,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",10.55,$562.37M,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/rev
RVLV,"Revolve Group, Inc.",13.5,$936.65M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/rvlv
REX,REX American Resources Corporation,61.31,$381.05M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",38.98,$4.54B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",24.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",25.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^b
REXR^C,"Rexford Industrial Realty, Inc.",24.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rexr^c
RXN,Rexnord Corporation,29.2,$3.5B,2012,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rxn
RH,RH,174.88,$3.36B,2012,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/rh
RNG,"Ringcentral, Inc.",263.06,$23.12B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,51.42,$64.1B,2002,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,40.78,$4.41B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,13.43,$734.68M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/rad
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",19.2,$117.4M,2020,n/a,n/a,https://old.nasdaq.com/symbol/rfm
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc.",16.245,$296.47M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmm
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",20.35,$129.7M,2018,n/a,n/a,https://old.nasdaq.com/symbol/rmi
RIV,"RiverNorth Opportunities Fund, Inc.",13.03,$121.63M,2015,n/a,n/a,https://old.nasdaq.com/symbol/riv
RMPL^,RiverNorth Specialty Finance Corporation,23.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmpl^
RSF,RiverNorth Specialty Finance Corporation,15.1973,$88.54M,2019,n/a,n/a,https://old.nasdaq.com/symbol/rsf
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",13.04,$174.54M,2016,n/a,n/a,https://old.nasdaq.com/symbol/opp
RLI,RLI Corp.,73.11,$3.28B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,9.72,$1.6B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,20,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rlj^a
RMG,RMG Acquisition Corp.,9.951,$286.09M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmg.ws
RHI,Robert Half International Inc.,48.57,$5.57B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",205.17,$23.76B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rok
RCI,"Rogers Communication, Inc.",39.98,$15.74B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/rci
ROG,Rogers Corporation,100.33,$1.87B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",39.41,$12.92B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",366.34,$38.24B,1992,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/rop
RST,Rosetta Stone,18.07,$444.09M,2009,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rst
RY,Royal Bank Of Canada,61.64,$87.74B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,27.1692,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),2.72,$16.45B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/rbs
RCL,Royal Caribbean Cruises Ltd.,43.7,$9.14B,1993,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rds.b
