Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ACST,"Acasti Pharma, Inc.",0.642,$57.91M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",8.57,$473.67M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,104.6,$5.63B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn
ARAY,Accuray Incorporated,1.96,$177.32M,2007,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",1.43,$115.49M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,3.5,$35.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer
ACHV,"Achieve Life Sciences, Inc. ",0.38,$11.91M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv
ACIW,"ACI Worldwide, Inc.",25.62,$2.97B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",1.3,$54.43M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs
ACMR,"ACM Research, Inc.",63.61,$1.16B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr
ACNB,ACNB Corporation,23.69,$205.39M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",0.8263,$39.65M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor
ACTT,Act II Global Acquisition Corp.,10.03,$376.13M,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/actt
ACTTU,Act II Global Acquisition Corp.,10.5205,n/a,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/acttu
ACTTW,Act II Global Acquisition Corp.,0.8,$17.4M,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/acttw
ATVI,"Activision Blizzard, Inc",72.88,$56.15B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi
ADMS,"Adamas Pharmaceuticals, Inc.",2.72,$76.59M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,0.57,$42.03M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp
AHCO,AdaptHealth Corp. ,16.5,$1.22B,2018,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ahco
ADAP,Adaptimmune Therapeutics plc,5.24,$681.72M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap
ADPT,Adaptive Biotechnologies Corporation,39.3,$4.99B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt
ADXN,Addex Therapeutics Ltd,7.28,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxn
ADUS,Addus HomeCare Corporation,89.93,$1.4B,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",1.56,$16.34M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,12.04,$372.78M,2015,Technology,Semiconductors,https://old.nasdaq.com/symbol/iots
ADIL,"Adial Pharmaceuticals, Inc",1.3819,$14.69M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil
ADILW,"Adial Pharmaceuticals, Inc",0.19,n/a,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adilw
ADMA,ADMA Biologics Inc,2.6,$224.5M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma
ADBE,Adobe Inc.,367.97,$177.29B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe
ADTN,"ADTRAN, Inc.",10.99,$527.05M,1994,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",2.81,$227.15M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adro
ADES,"Advanced Emissions Solutions, Inc.",5.03,$93.02M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",61.55,$2.36B,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",54.59,$63.94B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd
ADXS,"Advaxis, Inc.",0.7214,$43.46M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs
ADVM,"Adverum Biotechnologies, Inc.",17.99,$1.44B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,19.1101,$27.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dweq
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,26.1526,$35.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwaw
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,25.6384,$35.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwus
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,19.4419,$1.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwmc
DWSH,AdvisorShares Dorsey Wright Short ETF,24.24,$126.65M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwsh
ACT,AdvisorShares Vice ETF,21.8854,$9.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/act
AEGN,Aegion Corp,13.575,$416.53M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",7.67,$342.03M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,1.5075,$34.7M,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",0.7595,$15.71M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx
AERI,"Aerie Pharmaceuticals, Inc.",16.13,$749.53M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri
AVAV,"AeroVironment, Inc.",65.56,$1.57B,2007,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav
ARPO,"Aerpio Pharmaceuticals, Inc.",0.76,$30.85M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo
AIH,Aesthetic Medical International Holdings Group Ltd.,8.2,$193.63M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih
AEZS,AEterna Zentaris Inc.,0.93,$18.63M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",1.32,$12.36M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/aemd
AFMD,Affimed N.V.,2.46,$187.57M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd
AFYA,Afya Limited,20.06,$1.87B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya
AGBA,AGBA Acquisition Limited,10.1,$60.35M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agba
AGBAR,AGBA Acquisition Limited,0.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbar
AGBAU,AGBA Acquisition Limited,10.22,$61.06M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbau
AGBAW,AGBA Acquisition Limited,0.0797,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw
AGEN,Agenus Inc.,2.5,$424.44M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",2.84,$247.69M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx
AGYS,"Agilysys, Inc.",18.9,$446.04M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",48.83,$3.36B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio
AGMH,AGM Group Holdings Inc.,20.54,$447.59M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh
AGNC,AGNC Investment Corp.,12.9,$7.22B,2008,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc
AGNCM,AGNC Investment Corp.,22.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm
AGNCN,AGNC Investment Corp.,22.45,"$291,850 ",n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn
AGNCO,AGNC Investment Corp.,21.8832,$205.7M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco
AGNCP,AGNC Investment Corp.,20.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp
AGFS,"AgroFresh Solutions, Inc.",2.79,$142.49M,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.0199,n/a,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfsw
AIKI,AIkido Pharma Inc.,0.7086,$24.74M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki
ALRN,"Aileron Therapeutics, Inc.",0.677,$19.69M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",17.46,$1.14B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt
AIRT,"Air T, Inc.",9.75,$28.4M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt
AIRTP,"Air T, Inc.",21,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp
AIRTW,"Air T, Inc.",0.07,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw
ATSG,"Air Transport Services Group, Inc",21.05,$1.25B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg
AIRG,"Airgain, Inc.",8.3,$80.48M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg
ANTE,AirNet Technology Inc.,0.65,$8.17M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ante
AKAM,"Akamai Technologies, Inc.",98.1,$15.92B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,1.9,$54.59M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx
SONG,Akazoo S.A.,1.163,$57.84M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/song
SONGW,Akazoo S.A.,0.07,"$432,837.86 ",n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/songw
AKCA,"Akcea Therapeutics, Inc.",14.78,$1.5B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",12.1,$1.58B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba
KERN,Akerna Corp.,7.45,$95.74M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kern
KERNW,Akerna Corp.,0.75,n/a,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw
AKRO,"Akero Therapeutics, Inc.",22.69,$650.6M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro
AKER,Akers Biosciences Inc.,3.39,$16.12M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker
AKRX,"Akorn, Inc.",0.278,$37.02M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akrx
AKTS,"Akoustis Technologies, Inc.",8,$291.75M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts
ALRM,"Alarm.com Holdings, Inc.",49.63,$2.42B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm
ALSK,"Alaska Communications Systems Group, Inc.",2.24,$119.98M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk
ALAC,Alberton Acquisition Corporation,10.6,$155.71M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alac
ALACR,Alberton Acquisition Corporation,0.14,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacr
ALACU,Alberton Acquisition Corporation,10.935,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacu
ALACW,Alberton Acquisition Corporation,0.0274,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacw
ALBO,"Albireo Pharma, Inc.",26.23,$392.91M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo
ALDX,"Aldeyra Therapeutics, Inc.",4.2,$125.12M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx
ALEC,"Alector, Inc.",28.33,$2.24B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec
ALRS,Alerus Financial Corporation,17.76,$303.8M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs
ALXN,"Alexion Pharmaceuticals, Inc.",102.72,$22.68B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn
ALCO,"Alico, Inc.",30.59,$229M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco
ALIT,Alight Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alit
ALGN,"Align Technology, Inc.",229.42,$18.07B,2001,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",5.65,$28.43M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim
ALYA,Alithya Group inc.,1.73,$88.06M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya
ALJJ,"ALJ Regional Holdings, Inc.",0.5248,$22.13M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,16.47,$2.61B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks
ALLK,Allakos Inc.,71.77,$3.5B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk
ABTX,"Allegiance Bancshares, Inc.",24.35,$496.81M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,85.55,$1.4B,2006,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt
ALNA,"Allena Pharmaceuticals, Inc.",1.86,$46.02M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna
ARLP,"Alliance Resource Partners, L.P.",3.16,$401.94M,1999,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp
LNT,Alliant Energy Corporation,47.74,$11.91B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt
AESE,"Allied Esports Entertainment, Inc.",1.86,$46.84M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese
AHPI,"Allied Healthcare Products, Inc.",12.9,$51.77M,1992,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",32.45,$315.89M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot
ALLO,"Allogene Therapeutics, Inc.",48.34,$6.06B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo
ALLT,Allot Ltd.,10.69,$369.03M,2006,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",6.33,$1.03B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx
ALNY,"Alnylam Pharmaceuticals, Inc.",144.87,$16.63B,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,10.58,$265.32M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,1383.94,$944.71B,2004,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1385.18,$945.55B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,19.2522,$17.33M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",4.56,$289.25M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec
ALPN,"Alpine Immune Sciences, Inc.",3.15,$58.55M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn
ALTR,Altair Engineering Inc.,34.54,$2.52B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr
ATHE,Alterity Therapeutics Limited,0.61,$8.87M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe
ALT,"Altimmune, Inc.",4.5,$69.87M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt
ASPS,Altisource Portfolio Solutions S.A.,8.61,$134.06M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,27.88,$1.8B,2006,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc
ALTM,Altus Midstream Company,0.609,$197.88M,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm
AMAG,"AMAG Pharmaceuticals, Inc.",7.49,$256.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,10.49,$325.19M,2018,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal
AMRN,Amarin Corporation plc,7.63,$2.94B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",16.1,$113.21M,n/a,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",2426.26,$1210.16B,1997,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",13.69,$626.71M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBA,"Ambarella, Inc.",54.94,$1.89B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,27.89,$1.45B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx
AMCI,AMCI Acquisition Corp.,10.24,$282.27M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amci
AMCIU,AMCI Acquisition Corp.,10.7,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,0.32,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciw
DOX,Amdocs Limited,62.37,$8.39B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dox
AMED,Amedisys Inc,193.2,$6.26B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed
AMTB,Amerant Bancorp Inc.,12.94,$545.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb
AMTBB,Amerant Bancorp Inc.,9.25,$390.03M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb
UHAL,Amerco,298.28,$5.85B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal
AMRH,"Ameri Holdings, Inc.",1.11,$3.6M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.034,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw
ATAX,"America First Multifamily Investors, L.P.",4.65,$281.54M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",12.74,$42.03B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AAL,"American Airlines Group, Inc.",9.87,$4.17B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal
AFIN,"American Finance Trust, Inc.",7.14,$774.89M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin
AFINP,"American Finance Trust, Inc.",18.95,$22.74M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp
AMNB,"American National Bankshares, Inc.",24.73,$270.98M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,70.4,$1.89B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat
AOBC,American Outdoor Brands Corporation,9.94,$547.38M,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aobc
APEI,"American Public Education, Inc.",33.79,$499.46M,2007,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei
AREC,American Resources Corporation,0.9258,$25.1M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec
AMRB,American River Bankshares,10.12,$59.89M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",17.09,$550.13M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,6.23,$140.53M,1991,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc
AVCT,"American Virtual Cloud Technologies, Inc. ",1.64,$32.2M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/avct
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.0437,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/avctw
